id;driver;image
10888;VT009834.GAL4@attP2;DL20100803L13Sum01
10893;VT038439.GAL4@attP2;DL20100803L39Sum01
10895;VT012319.GAL4@attP2;DL20100803L44Sum01
10896;VT007069.GAL4@attP2;DL20100803L47Sum01
10899;VT008675.GAL4@attP2;DL20100726L3Sum01
10900;VT017667.GAL4@attP2;DL20100726L9Sum01
10903;VT028345.GAL4@attP2;DL20100726L17Sum01
10905;VT022018.GAL4@attP2;DL20100726L11Sum01
10907;VT015784.GAL4@attP2;DL2010072202L10Sum01
10908;VT002427.GAL4@attP2;DL2010072202L11Sum01
10909;VT001497.GAL4@attP2;DL2010072202L1401
10910;VT017262.GAL4@attP2;DL2010072202L1Sum01
10913;VT027941.GAL4@attP2;DL20100722L10Sum01
10918;VT001887.GAL4@attP2;DL20100722L18Sum01
10921;VT002481.GAL4@attP2;DL20100722L3Sum01
10922;VT000812.GAL4@attP2;DL20100722L4Sum01
10925;VT029030.GAL4@attP2;DL20100713L38Sum01
10927;VT014490.GAL4@attP2;DL20100713R1GR1B1L4501
10929;VT021451.GAL4@attP2;DL20100713R1GR1B1L4801
10930;VT025600.GAL4@attP2;DL20100713R1GR1B1L5101
10931;VT024598.GAL4@attP2;DL20100713R1GR1B1L5501
10935;VT037815.GAL4@attP2;TP11012801L02Sum01
10937;VT030170.GAL4@attP2;TP11012801L04Sum01
10940;VT056783.GAL4@attP2;TP11012801L07Sum01
10941;VT039431.GAL4@attP2;TP11012801L10Sum01
10946;VT063538.GAL4@attP2;TP11012801L15Sum01
10947;VT027702.GAL4@attP2;TP11012801L16Sum01
10950;VT015155.GAL4@attP2;TP11012801L19Sum01
10952;VT015180.GAL4@attP2;TP11012801L22Sum01
10957;VT006821.GAL4@attP2;TP11012801L27Sum01
10958;VT045284.GAL4@attP2;TP11012801L28Sum01
10960;VT043898.GAL4@attP2;TP11012801L30Sum01
10962;VT050251.GAL4@attP2;TP11012801L33Sum01
10965;VT019016.GAL4@attP2;TP11012801L37Sum01
10975;VT017650.GAL4@attP2;TP11013101L02Sum01
10976;VT061387.GAL4@attP2;TP11013101L05Sum01
10977;VT042491.GAL4@attP2;TP11013101L08Sum01
10978;VT038778.GAL4@attP2;TP11013101L09Sum01
10982;VT040579.GAL4@attP2;TP11013101L13Sum01
10987;VT059097.GAL4@attP2;TP11013101L18Sum01
10988;VT012636.GAL4@attP2;TP11013101L19Sum01
10992;VT007341.GAL4@attP2;TP11013101L26Sum01
10993;VT043654.GAL4@attP2;TP11013101L27Sum01
10995;VT033622.GAL4@attP2;TP11013101L30Sum01
10998;VT014605.GAL4@attP2;TP11013101L33Sum01
11000;VT014660.GAL4@attP2;TP11020301L01Sum01
11004;VT054800.GAL4@attP2;TP11020301L07Sum01
11007;VT017559.GAL4@attP2;TP11020301L11Sum01
11009;VT019840.GAL4@attP2;TP11020301L14Sum01
11011;VT014978.GAL4@attP2;TP11020301L17Sum01
11013;VT043292.GAL4@attP2;TP11020301L19Sum01
11015;VT014663.GAL4@attP2;TP11020301L22Sum01
11017;VT037216.GAL4@attP2;TP11020301L24Sum01
11019;VT059226.GAL4@attP2;TP11013101L22Sum01
11024;VT038449.GAL4@attP2;TP11020701L04Sum01
11028;VT006544.GAL4@attP2;TP11020701L08Sum01
11030;VT040554.GAL4@attP2;TP11020701L10Sum01
11033;VT056454.GAL4@attP2;TP11020701L13Sum01
11036;VT014610.GAL4@attP2;TP11020701L17Sum01
11037;VT014643.GAL4@attP2;TP11020701L19Sum01
11040;VT013947.GAL4@attP2;TP11020701L23Sum01
11042;VT007687.GAL4@attP2;TP11020701L25Sum01
11046;VT062965.GAL4@attP2;TP11020701L30Sum01
11047;VT016426.GAL4@attP2;TP11020701L32Sum01
11048;VT034623.GAL4@attP2;TP11020701L34Sum01
11049;VT008908.GAL4@attP2;TP11020701L37Sum01
11052;VT007358.GAL4@attP2;TP11020701L40Sum01
11054;VT006480.GAL4@attP2;TP11020701L42Sum01
11056;VT017790.GAL4@attP2;Lasz07L1601
11057;VT018146.GAL4@attP2;Lasz07L2201
11059;VT018492.GAL4@attP2;Lasz07L1001
11061;VT022009.GAL4@attP2;Lasz07L601
11062;VT022241.GAL4@attP2;Lasz07L0201
11063;VT026652.GAL4@attP2;Lasz07L1901
11065;VT026654.GAL4@attP2;Lasz07L1701
11066;VT029588.GAL4@attP2;Lasz07L2801
11067;VT029807.GAL4@attP2;Lasz07L301
11069;VT007768.GAL4@attP2;Lasz07L2401
11453;VT012989.GAL4@attP2;Lasz08L3001
11455;VT026646.GAL4@attP2;Lasz08L3301
11456;VT026651.GAL4@attP2;Lasz08L3401
11459;VT029595.GAL4@attP2;Lasz08L3701
11460;VT045150.GAL4@attP2;Lasz08L4001
11461;VT040550.GAL4@attP2;Lasz08L4301
11464;VT032997.GAL4@attP2;Lasz08L4801
11465;VT045796.GAL4@attP2;Lasz08L5001
11466;VT033607.GAL4@attP2;Lasz08L5501
11467;VT038447.GAL4@attP2;Lasz08L5601
11469;VT018691.GAL4@attP2;Lasz08L5801
11473;VT059458.GAL4@attP2;TP11021101L03Sum01
11475;VT045282.GAL4@attP2;TP11021101L05Sum01
11477;VT018651.GAL4@attP2;TP11021101L08Sum01
11479;VT011173.GAL4@attP2;TP11021101L10Sum01
11481;VT012411.GAL4@attP2;TP11021101L13Sum01
11484;VT037804.GAL4@attP2;TP11021101L16Sum01
11487;VT049350.GAL4@attP2;TP11021101L19Sum01
11490;VT043546.GAL4@attP2;TP11021101L22Sum01
11493;VT017018.GAL4@attP2;TP11021101L25Sum01
11495;VT006474.GAL4@attP2;TP11021101L28Sum01
11498;VT017019.GAL4@attP2;TP11021101L31Sum01
11500;VT063222.GAL4@attP2;TP11021101L35Sum01
11553;VT009667.GAL4@attP2;TP11021801L02Sum01
11555;VT029398.GAL4@attP2;TP11021801L04Sum01
11557;VT042837.GAL4@attP2;TP11021801L06Sum01
11560;VT006429.GAL4@attP2;TP11021801L10Sum01
11562;VT058197.GAL4@attP2;TP11021801L12Sum01
11564;VT050184.GAL4@attP2;TP11021801L16Sum01
11567;VT050159.GAL4@attP2;TP11021801L19Sum01
11570;VT058882.GAL4@attP2;TP11021801L23Sum01
11571;VT039478.GAL4@attP2;TP11021801L25Sum01
11573;VT041275.GAL4@attP2;TP11021801L28Sum01
11577;VT043614.GAL4@attP2;TP11021801L32Sum01
11579;VT039518.GAL4@attP2;TP11021801L34Sum01
11581;VT033912.GAL4@attP2;TP11021801L36Sum01
11583;VT022082.GAL4@attP2;TP11021801L39Sum01
11584;VT026004.GAL4@attP2;TP11021801L41Sum01
11585;VT021734.GAL4@attP2;TP11021801L42Sum01
11597;VT006454.GAL4@attP2;Laszlo4B901
11599;VT035185.GAL4@attP2;Laszlo4B401
11600;VT057431.GAL4@attP2;Laszlo4B3601
11602;VT044500.GAL4@attP2;Laszlo4B3301
11604;VT026845.GAL4@attP2;Laszlo4B3001
11605;VT061372.GAL4@attP2;Laszlo4B301
11608;VT032351.GAL4@attP2;Laszlo4B2601
11610;VT045338.GAL4@attP2;Laszlo4B2001
11611;VT055806.GAL4@attP2;Laszlo4B1701
11612;VT045317.GAL4@attP2;Laszlo4B1401
11614;VT027732.GAL4@attP2;Laszlo4B1101
11617;VT043688.GAL4@attP2;Lasz10L3201
11618;VT061931.GAL4@attP2;Lasz10L3001
11620;VT059794.GAL4@attP2;Lasz10L2601
11622;VT050682.GAL4@attP2;Lasz10L2301
11623;VT062738.GAL4@attP2;Lasz10L2101
11624;VT062633.GAL4@attP2;Lasz10L1901
11625;VT058900.GAL4@attP2;Lasz10L1401
11626;VT061016.GAL4@attP2;Lasz10L1001
11628;VT064785.GAL4@attP2;Lasz10L0701
11629;VT009661.GAL4@attP2;Lasz10L0501
11631;VT019708.GAL4@attP2;Lasz10L0101
11632;VT002029.GAL4@attP2;Lasz09L801
11633;VT008991.GAL4@attP2;Lasz09L5001
11634;VT009665.GAL4@attP2;Lasz09L4601
11636;VT055404.GAL4@attP2;Lasz09L3801
11637;VT003173.GAL4@attP2;Lasz09L3501
11638;VT062632.GAL4@attP2;Lasz09L3301
11639;VT026119.GAL4@attP2;Lasz09L2601
11640;VT003849.GAL4@attP2;Lasz09L2401
11642;VT025739.GAL4@attP2;Lasz09L1901
11645;VT003477.GAL4@attP2;Lasz09L0601
11646;VT040971.GAL4@attP2;Lasz09L0201
11647;VT027311.GAL4@attP2;Las12L0601
11649;VT058383.GAL4@attP2;Las12L0901
11650;VT005297.GAL4@attP2;Las12L1001
11652;VT014536.GAL4@attP2;Las12L1401
11653;VT010756.GAL4@attP2;Las12L1501
11655;VT005331.GAL4@attP2;Las12L1801
11657;VT018378.GAL4@attP2;Las12L2201
11659;VT028267.GAL4@attP2;Las12L2501
11661;VT051754.GAL4@attP2;Las12L3001
11662;VT018440.GAL4@attP2;Las12L3101
11663;VT017053.GAL4@attP2;Las12L3401
11664;VT017057.GAL4@attP2;Las12L3601
11666;VT017195.GAL4@attP2;Las12L3901
11667;VT003213.GAL4@attP2;Las12L4301
11668;VT008359.GAL4@attP2;Las12L4501
11669;VT010916.GAL4@attP2;Las12L5001
11670;VT010921.GAL4@attP2;Las12L5101
11671;VT021851.GAL4@attP2;Las12L5401
11672;VT014349.GAL4@attP2;Las12L6101
11673;VT008909.GAL4@attP2;Las12L6501
11674;VT004719.GAL4@attP2;Las12L6901
11675;VT026025.GAL4@attP2;Las12L7201
11676;VT045281.GAL4@attP2;Las12L7701
11677;VT019655.GAL4@attP2;Las12L8001
11678;VT027803.GAL4@attP2;Las12L8201
11680;VT018418.GAL4@attP2;Las12L8501
11682;VT032968.GAL4@attP2;Lasz10L3701
11683;VT037574.GAL4@attP2;Lasz10L4001
11684;VT026136.GAL4@attP2;Lasz10L4101
11686;VT039541.GAL4@attP2;Lasz10L4801
11688;VT025262.GAL4@attP2;Lasz10L5101
11690;VT027922.GAL4@attP2;Lasz10L5301
11691;VT015340.GAL4@attP2;Lasz10L5601
11695;VT014428.GAL4@attP2;Lasz10L6101
11701;VT033042.GAL4@attP2;TP11022101L01Sum01
11703;VT026392.GAL4@attP2;TP11022101L04Sum01
11704;VT055854.GAL4@attP2;TP11022101L06Sum01
11706;VT025269.GAL4@attP2;TP11022101L09Sum01
11709;VT049371.GAL4@attP2;TP11022101L12Sum01
11711;VT033034.GAL4@attP2;TP11022101L17Sum01
11713;VT062499.GAL4@attP2;TP11022101L20Sum01
11714;VT045977.GAL4@attP2;TP11022101L21Sum01
11716;VT021145.GAL4@attP2;TP11022101L25Sum01
11718;VT054817.GAL4@attP2;TP11022101L27Sum01
11724;VT006435.GAL4@attP2;TP11022101L35Sum01
11727;VT029791.GAL4@attP2;TP11022101L38Sum01
11729;VT026776.GAL4@attP2;TP11022401L01Sum01
11731;VT010265.GAL4@attP2;TP11022401L04Sum01
11733;VT028602.GAL4@attP2;TP11022401L06Sum01
11735;VT039554.GAL4@attP2;TP11022401L09Sum01
11737;VT037553.GAL4@attP2;TP11022401L13Sum01
11739;VT041045.GAL4@attP2;TP11022401L15Sum01
11741;VT059440.GAL4@attP2;TP11022401L18Sum01
11743;VT046000.GAL4@attP2;TP11022401L21Sum01
11748;VT047886.GAL4@attP2;TP11022801L25Sum01
11749;VT022267.GAL4@attP2;TP11022801L22Sum01
11753;VT049727.GAL4@attP2;TP11022801L17Sum01
11754;VT007861.GAL4@attP2;TP11022801L15Sum01
11755;VT039474.GAL4@attP2;TP11022801L12Sum01
11756;VT018764.GAL4@attP2;TP11022801L10Sum01
11757;VT024099.GAL4@attP2;TP11022801L07Sum01
11760;VT054827.GAL4@attP2;TP11022801L04Sum01
11762;VT045777.GAL4@attP2;TP11022801L01Sum01
11763;VT039509.GAL4@attP2;TP11022802L04Sum01
11766;VT059192.GAL4@attP2;TP11022802L08Sum01
11767;VT964191.GAL4@attP2;TP11022802L02Sum01
11768;VT046163.GAL4@attP2;TP11030301L13Sum01
11770;VT058928.GAL4@attP2;TP11030301L16Sum01
11771;VT048884.GAL4@attP2;TP11030301L17Sum01
11773;VT039496.GAL4@attP2;TP11030301L20Sum01
11778;VT057061.GAL4@attP2;TP11030301L27Sum01
11779;VT022284.GAL4@attP2;TP11030301L32Sum01
11780;VT017683.GAL4@attP2;TP11030301L09Sum01
11781;VT026034.GAL4@attP2;TP11030301L06Sum01
11782;VT026019.GAL4@attP2;TP11030301L03Sum01
11783;VT043290.GAL4@attP2;TP11030301L02Sum01
11784;VT002851.GAL4@attP2;TP11030301L01Sum01
11793;VT025597.GAL4@attP2;TP11030701L03Sum01
11795;VT032333.GAL4@attP2;TP11030701L08Sum01
11797;VT022075.GAL4@attP2;TP11030701L10Sum01
11800;VT046012.GAL4@attP2;TP11030701L13Sum01
11804;VT062854.GAL4@attP2;TP11030701L17Sum01
11805;VT030177.GAL4@attP2;TP11030701L18Sum01
11807;VT007860.GAL4@attP2;TP11030701L21Sum01
11811;VT026027.GAL4@attP2;TP11031001L36Sum01
11812;VT027325.GAL4@attP2;TP11031001L01Sum01
11815;VT041281.GAL4@attP2;TP11031001L04Sum01
11818;VT058376.GAL4@attP2;TP11031001L08Sum01
11820;VT045236.GAL4@attP2;TP11031001L10Sum01
11823;VT023810.GAL4@attP2;TP11031001L14Sum01
11824;VT012782.GAL4@attP2;TP11031001L16Sum01
11827;VT020016.GAL4@attP2;TP11031001L19Sum01
11832;VT043798.GAL4@attP2;TP11031001L24Sum01
11834;VT055605.GAL4@attP2;TP11031001L26Sum01
11838;VT060539.GAL4@attP2;TP11031001L30Sum01
11839;VT022004.GAL4@attP2;TP11031001L31Sum01
11852;VT020610.GAL4@attP2;TP11031401L01Sum01
11856;VT008692.GAL4@attP2;TP11031401L12Sum01
11858;VT041487.GAL4@attP2;TP11031401L14Sum01
11862;VT030324.GAL4@attP2;TP11031401L19Sum01
11863;VT002028.GAL4@attP2;TP11031401L20Sum01
11865;VT045791.GAL4@attP2;TP11031401L23Sum01
11867;VT039458.GAL4@attP2;TP11031401L26Sum01
11869;VT025488.GAL4@attP2;TP11031401L32Sum01
11872;VT048372.GAL4@attP2;TP11031701L02Sum01
11874;VT022111.GAL4@attP2;TP11031701L04Sum01
11877;VT038823.GAL4@attP2;TP11031701L08Sum01
11884;VT062624.GAL4@attP2;TP11032101L01Sum01
11887;VT028119.GAL4@attP2;TP11032101L04Sum01
11888;VT046206.GAL4@attP2;TP11032101L07Sum01
11891;VT050548.GAL4@attP2;TP11032101L10Sum01
11894;VT054829.GAL4@attP2;TP11032101L13Sum01
11900;VT006452.GAL4@attP2;TP11032101L19Sum01
11903;VT014706.GAL4@attP2;TP11032101L22Sum01
11905;VT029749.GAL4@attP2;TP11032101L25Sum01
11908;VT000278.GAL4@attP2;TP11032101L29Sum01
11910;VT012791.GAL4@attP2;TP11032101L31Sum01
11913;VT041290.GAL4@attP2;TP11032101L34Sum01
11915;VT055602.GAL4@attP2;TP11032101L37Sum01
11916;VT009685.GAL4@attP2;TP11032101L39Sum01
11923;VT063140.GAL4@attP2;TP11032401L03Sum01
11924;VT003273.GAL4@attP2;TP11032401L05Sum01
11925;VT042782.GAL4@attP2;TP11032401L07Sum01
11927;VT048946.GAL4@attP2;TP11032401L10Sum01
11929;VT032340.GAL4@attP2;TP11032401L13Sum01
11934;VT064483.GAL4@attP2;TP11032401L18Sum01
11935;VT037496.GAL4@attP2;TP11032401L19Sum01
11936;VT063181.GAL4@attP2;TP11032401L23Sum01
11937;VT042767.GAL4@attP2;TP11032401L25Sum01
11940;VT019420.GAL4@attP2;TP11032401L30Sum01
11942;VT009671.GAL4@attP2;TP11032401L33Sum01
11943;VT017858.GAL4@attP2;TP11032401L34Sum01
11945;VT058697.GAL4@attP2;TP11032401L37Sum01
11948;VT046210.GAL4@attP2;TP11032401L41Sum01
11952;VT941499.GAL4@attP2;TP11032401L44Sum01
11953;VT039549.GAL4@attP2;TP11032801L02Sum01
11955;VT024044.GAL4@attP2;TP11032801L04Sum01
11960;VT043253.GAL4@attP2;TP11032801L12Sum01
11961;VT063749.GAL4@attP2;TP11032801L14Sum01
11963;VT010909.GAL4@attP2;TP11032801L16Sum01
11966;VT055811.GAL4@attP2;TP11032801L20Sum01
11968;VT021912.GAL4@attP2;TP11032801L22Sum01
11969;VT015971.GAL4@attP2;TP11032801L26Sum01
11971;VT038530.GAL4@attP2;TP11032801L28Sum01
11974;VT027312.GAL4@attP2;TP11032801L31Sum01
11977;VT046336.GAL4@attP2;TP11032801L34Sum01
11979;VT058350.GAL4@attP2;TP11032801L39Sum01
11980;VT059689.GAL4@attP2;TP11033101L01Sum01
11983;VT045965.GAL4@attP2;TP11033101L05Sum01
11985;VT058874.GAL4@attP2;TP11033101L08Sum01
11987;VT049375.GAL4@attP2;TP11033101L10Sum01
11989;VT044054.GAL4@attP2;TP11033101L13Sum01
11992;VT049366.GAL4@attP2;TP11033101L17Sum01
11994;VT043059.GAL4@attP2;TP11033101L19Sum01
11997;VT058949.GAL4@attP2;TP11033101L22Sum01
12000;VT007196.GAL4@attP2;TP11033101L25Sum01
12012;VT038124.GAL4@attP2;Lasz23R1GR1B1L10601
12013;VT026116.GAL4@attP2;Lasz23R1GR1B1L10301
12014;VT026667.GAL4@attP2;Lasz23R1GR1B1L09901
12015;VT048664.GAL4@attP2;Lasz23R1GR1B1L09201
12016;VT034398.GAL4@attP2;Lasz23R1GR1B1L09101
12018;VT000274.GAL4@attP2;Lasz23R1GR1B1L07701
12019;VT026784.GAL4@attP2;Lasz23R1GR1B1L07601
12020;VT042355.GAL4@attP2;Lasz23R1GR1B1L07301
12022;VT029739.GAL4@attP2;Lasz23R1GR1B1L07001
12023;VT013039.GAL4@attP2;Lasz23R1GR1B1L06301
12024;VT008465.GAL4@attP2;Lasz23R1GR1B1L06201
12025;VT041292.GAL4@attP2;Lasz23R1GR1B1L04301
12026;VT024635.GAL4@attP2;Lasz23R1GR1B1L04101
12027;VT044982.GAL4@attP2;Lasz23R1GR1B1L03801
12028;VT019422.GAL4@attP2;Lasz23R1GR1B1L03601
12031;VT025960.GAL4@attP2;Lasz23R1GR1B1L03201
12032;VT017182.GAL4@attP2;Lasz23R1GR1B1L02701
12033;VT028135.GAL4@attP2;Lasz23R1GR1B1L02501
12034;VT033468.GAL4@attP2;Lasz23R1GR1B1L02201
12036;VT021819.GAL4@attP2;Lasz23R1GR1B1L02001
12038;VT018774.GAL4@attP2;Lasz23R1GR1B1L01501
12039;VT059437.GAL4@attP2;Lasz23R1GR1B1L01301
12040;VT029804.GAL4@attP2;Lasz23R1GR1B1L01101
12041;VT035224.GAL4@attP2;Lasz23R1GR1B1L00901
12044;VT037556.GAL4@attP2;Lasz23R1GR1B1L00501
12045;VT011156.GAL4@attP2;Lasz23R1GR1B1L00101
12047;VT065313.GAL4@attP2;Lasz21R1GR1B1L8401
12051;VT012034.GAL4@attP2;Lasz21R1GR1B1L7101
12053;VT022068.GAL4@attP2;Lasz21R1GR1B1L6801
12054;VT044694.GAL4@attP2;Lasz21R1GR1B1L6101
12055;VT045792.GAL4@attP2;Lasz21R1GR1B1L5801
12057;VT027809.GAL4@attP2;Lasz21R1GR1B1L5401
12058;VT058346.GAL4@attP2;Lasz21R1GR1B1L5101
12059;VT009669.GAL4@attP2;Lasz21R1GR1B1L4801
12060;VT037466.GAL4@attP2;Lasz21R1GR1B1L4501
12062;VT029740.GAL4@attP2;Lasz21R1GR1B1L4201
12065;VT032891.GAL4@attP2;Lasz21R1GR1B1L3601
12066;VT000267.GAL4@attP2;Lasz21R1GR1B1L2801
12067;VT017016.GAL4@attP2;Lasz21R1GR1B1L2601
12068;VT057059.GAL4@attP2;Lasz21R1GR1B1L2201
12069;VT014362.GAL4@attP2;Lasz21R1GR1B1L1601
12070;VT027673.GAL4@attP2;Lasz21R1GR1B1L1501
12073;VT039428.GAL4@attP2;Lasz21R1GR1B1L1001
12075;VT027684.GAL4@attP2;Lasz21R1GR1B1L0201
12076;VT024630.GAL4@attP2;Lasz19R1GR1B1L8201
12077;VT050106.GAL4@attP2;Lasz19R1GR1B1L7801
12079;VT014340.GAL4@attP2;Lasz19R1GR1B1L7301
12080;VT021811.GAL4@attP2;Lasz19R1GR1B1L7101
12082;VT014328.GAL4@attP2;Lasz19R1GR1B1L6601
12083;VT033921.GAL4@attP2;Lasz19R1GR1B1L6501
12084;VT032965.GAL4@attP2;Lasz19R1GR1B1L6001
12085;VT017000.GAL4@attP2;Lasz19R1GR1B1L5901
12088;VT007910.GAL4@attP2;Lasz19R1GR1B1L4501
12089;VT032336.GAL4@attP2;Lasz19R1GR1B1L4401
12091;VT026771.GAL4@attP2;Lasz19R1GR1B1L4101
12093;VT024638.GAL4@attP2;Lasz19R1GR1B1L3801
12094;VT050112.GAL4@attP2;Lasz19R1GR1B1L2801
12096;VT055800.GAL4@attP2;Lasz19R1GR1B1L2401
12097;VT042806.GAL4@attP2;Lasz19R1GR1B1L2301
12098;VT015173.GAL4@attP2;Lasz19R1GR1B1L1801
12099;VT031285.GAL4@attP2;Lasz19R1GR1B1L1201
12100;VT054908.GAL4@attP2;Lasz19R1GR1B1L0901
12101;VT002670.GAL4@attP2;Lasz19R1GR1B1L0401
12102;VT042802.GAL4@attP2;Lasz19R1GR1B1L0101
12103;VT027310.GAL4@attP2;Lasz17R1GR1B1L8101
12104;VT024647.GAL4@attP2;Lasz17R1GR1B1L7701
12105;VT056770.GAL4@attP2;Lasz17R1GR1B1L7301
12106;VT042863.GAL4@attP2;Lasz17R1GR1B1L7101
12107;VT027251.GAL4@attP2;Lasz17R1GR1B1L6401
12108;VT032341.GAL4@attP2;Lasz17R1GR1B1L6101
12109;VT006444.GAL4@attP2;Lasz17R1GR1B1L5901
12110;VT007904.GAL4@attP2;Lasz17R1GR1B1L5501
12111;VT028162.GAL4@attP2;Lasz17R1GR1B1L5301
12112;VT014103.GAL4@attP2;Lasz17R1GR1B1L4601
12114;VT045337.GAL4@attP2;Lasz17R1GR1B1L4101
12115;VT030274.GAL4@attP2;Lasz17R1GR1B1L4001
12116;VT026840.GAL4@attP2;Lasz17R1GR1B1L2801
12117;VT027928.GAL4@attP2;Lasz17R1GR1B1L2501
12119;VT037023.GAL4@attP2;Lasz17R1GR1B1L2201
12120;VT039490.GAL4@attP2;Lasz17R1GR1B1L1801
12121;VT002666.GAL4@attP2;Lasz17R1GR1B1L1201
12122;VT051476.GAL4@attP2;Lasz17R1GR1B1L0501
12123;VT045286.GAL4@attP2;Lasz17R1GR1B1L0401
12124;VT003881.GAL4@attP2;Lasz17R1GR1B1L0101
12125;VT006461.GAL4@attP2;Lasz14L8301
12126;VT063983.GAL4@attP2;Lasz16L15Sum01
12127;VT059213.GAL4@attP2;Lasz14L0501
12129;VT057363.GAL4@attP2;Lasz14L6201
12130;VT056785.GAL4@attP2;Lasz14L0701
12131;VT055387.GAL4@attP2;Lasz14L3801
12136;VT050610.GAL4@attP2;Lasz16L36Sum01
12137;VT049749.GAL4@attP2;Lasz16L31Sum01
12138;VT048947.GAL4@attP2;Lasz14L6701
12141;VT048930.GAL4@attP2;Lasz14L0301
12142;VT045397.GAL4@attP2;Lasz14L7801
12143;VT045333.GAL4@attP2;Lasz14L2901
12144;VT045323.GAL4@attP2;Lasz14L4601
12145;VT045242.GAL4@attP2;Lasz16L48Sum01
12146;VT045235.GAL4@attP2;Lasz14L5101
12147;VT042858.GAL4@attP2;Lasz16L25Sum01
12148;VT042349.GAL4@attP2;Lasz14L5401
12149;VT039572.GAL4@attP2;Lasz16L01Sum01
12151;VT039536.GAL4@attP2;Lasz16L40Sum01
12153;VT039466.GAL4@attP2;Lasz14L4901
12154;VT037489.GAL4@attP2;Lasz14L5701
12155;VT032966.GAL4@attP2;Lasz14L7401
12156;VT032349.GAL4@attP2;Lasz14L8601
12157;VT029822.GAL4@attP2;Lasz16L13Sum01
12158;VT027272.GAL4@attP2;Lasz16L17Sum01
12160;VT024610.GAL4@attP2;Lasz14L2701
12161;VT001980.GAL4@attP2;Lasz14L1501
12162;VT013347.GAL4@attP2;Lasz16L37Sum01
12164;VT013029.GAL4@attP2;Lasz14L7701
12165;VT011174.GAL4@attP2;Lasz14L1901
12166;VT011170.GAL4@attP2;Lasz14L1301
12167;VT010685.GAL4@attP2;Lasz14L4201
12168;VT000872.GAL4@attP2;Lasz14L3301
12169;VT945397.GAL4@attP2;Lasz16L50Sum01
12171;VT044973.GAL4@attP2;TP11040401L02Sum01
12173;VT037473.GAL4@attP2;TP11040401L05Sum01
12175;VT019317.GAL4@attP2;TP11040401L07Sum01
12177;VT014250.GAL4@attP2;TP11040401L11Sum01
12179;VT014260.GAL4@attP2;TP11040401L13Sum01
12180;VT049389.GAL4@attP2;TP11040401L15Sum01
12183;VT049384.GAL4@attP2;TP11040401L18Sum01
12185;VT056657.GAL4@attP2;TP11040401L21Sum01
12189;VT051708.GAL4@attP2;TP11040401L25Sum01
12190;VT042046.GAL4@attP2;TP11040401L26Sum01
12194;VT056377.GAL4@attP2;TP11040401L31Sum01
12195;VT000249.GAL4@attP2;TP11040401L32Sum01
12197;VT026720.GAL4@attP2;TP11040401L34Sum01
12198;VT029785.GAL4@attP2;TP11040401L37Sum01
12201;VT011172.GAL4@attP2;TP11040401L40Sum01
12202;VT022110.GAL4@attP2;TP11040401L41Sum01
12211;VT028447.GAL4@attP2;Lasz25L0101
12212;VT065319.GAL4@attP2;Lasz25L0401
12213;VT063186.GAL4@attP2;Lasz25L0501
12214;VT050611.GAL4@attP2;Lasz25L0701
12217;VT017124.GAL4@attP2;Lasz25L1701
12220;VT012234.GAL4@attP2;Lasz25L2601
12221;VT030175.GAL4@attP2;Lasz25L2901
12223;VT061209.GAL4@attP2;Lasz25L4401
12224;VT023784.GAL4@attP2;Lasz25L5101
12225;VT045192.GAL4@attP2;Lasz25L5401
12226;VT055650.GAL4@attP2;Lasz25L5601
12227;VT018572.GAL4@attP2;Lasz25L5701
12229;VT046400.GAL4@attP2;Lasz25L5901
12230;VT009574.GAL4@attP2;Lasz25L6101
12231;VT013350.GAL4@attP2;Lasz25L6301
12232;VT001083.GAL4@attP2;Lasz25L6801
12236;VT012608.GAL4@attP2;LO11032501L13Sum01
12237;VT012711.GAL4@attP2;JT250211L11Sum01
12244;VT000871.GAL4@attP2;JT030211L18Sum01
12246;VT000250.GAL4@attP2;JT170211L75Sum01
12247;VT012289.GAL4@attP2;JT250211L18Sum01
12249;VT011160.GAL4@attP2;JT160311L21Sum01
12254;VT012410.GAL4@attP2;JT160311L81Sum01
12262;VT013602.GAL4@attP2;JT190111bL5Sum01
12263;VT014113.GAL4@attP2;JT190111bL7Sum01
12267;VT013617.GAL4@attP2;JT030211L50Sum01
12268;VT014115.GAL4@attP2;JT030211L66Sum01
12270;VT014116.GAL4@attP2;JT040211L12Sum01
12271;VT014119.GAL4@attP2;JT070211L50Sum01
12274;VT037554.GAL4@attP2;JT020311L1Sum01
12278;VT050161.GAL4@attP2;JT020311L6Sum01
12280;VT039575.GAL4@attP2;JT020311L9Sum01
12283;VT006439.GAL4@attP2;JT020311L14Sum01
12286;VT026722.GAL4@attP2;JT020311L17Sum01
12289;VT037491.GAL4@attP2;JT020311L21Sum01
12294;VT057081.GAL4@attP2;JT020311L26Sum01
12297;VT015174.GAL4@attP2;JT020311L32Sum01
12301;VT029759.GAL4@attP2;JT020311L36Sum01
12303;VT032964.GAL4@attP2;JT020311L40Sum01
12306;VT062641.GAL4@attP2;JT020311L44Sum01
12309;VT057086.GAL4@attP2;JT020311L50Sum01
12311;VT045229.GAL4@attP2;JT020311L52Sum01
12313;VT048718.GAL4@attP2;JT250211L6Sum01
12314;VT013528.GAL4@attP2;JT190111L1Sum01
12321;VT033935.GAL4@attP2;JT180111L6Sum01
12323;VT017256.GAL4@attP2;JT180111L9Sum01
